,goals,elo,elo_vs,location,goals_las5,goals_vs_las5,xG_las5,xG_vs_las5,shots_las5,shots_vs_las5,yellow_card_las5,yellow_card_vs_las5,red_card_las5,red_card_vs_las5,key_passes_las5,key_passes_vs_las5,xA_las5,xA_vs_las5,xGChain_las5,xGChain_vs_las5,xGBuildup_las5,xGBuildup_vs_las5,npxG_vs_las5,ppda_att_vs_las5,ppda_def_vs_las5,deep_vs_las5,xpts_vs_las5,pts_vs_las5,npxG_las5,ppda_att_las5,ppda_def_las5,deep_las5,elo_las5,elo_vs_las5
34,3.0,1508.9798476132896,1544.0211822298388,0,1.8,2.0,2.056224,1.4991320000000001,17.6,13.6,1.8,2.6,0.0,0.0,13.2,11.2,1.070725420024246,1.1232312619686127,4.311480510979891,3.679187325015664,2.548988551646471,1.817388112284243,1.499132,238.2,23.6,5.8,1.05846,1.8,1.4471842,218.4,28.4,10.4,1524.1318876666078,1467.6399488072623
35,3.0,1530.9901771428497,1328.2198119064856,1,2.4,1.8,2.115148,1.4189140000000002,17.8,14.4,1.6,1.8,0.0,0.0,13.8,11.8,1.2944715593010188,1.1809259256348015,4.818008563667536,3.9032076662406325,2.886051918566227,2.0110690595582126,1.418914,274.4,22.6,5.4,0.9680199999999999,1.2,1.6583685999999997,227.0,26.8,9.2,1515.239963851721,1449.2442252989936
36,3.0,1547.6049725665173,1477.5333318087446,0,2.8,1.6,1.8890525999999999,1.194582,16.0,13.2,2.0,1.2,0.2,0.0,12.2,10.6,1.0658726315945386,1.0396964207291604,4.201300304010511,3.3026783863082527,2.426970988512039,1.9227700838819146,1.194582,272.4,25.6,5.2,0.9561,0.6,1.4322731999999998,233.6,26.6,6.8,1515.348222047181,1483.1073933593889
37,3.0,1563.6251398619067,1471.813620389737,1,3.0,1.0,1.9193145999999999,0.9888888,18.6,13.4,1.8,1.2,0.2,0.2,14.8,10.2,1.269944030418992,0.8141204318031668,5.15801506973803,2.828359536267817,2.8568259796127675,1.6337352575734259,0.9888888,298.2,23.0,5.8,0.82698,0.0,1.7670545999999998,224.0,27.2,7.2,1528.238579496558,1435.5591600581508
38,2.0,1589.5856597252136,1520.434881082062,1,2.8,0.8,1.6433506000000002,0.9241831999999999,16.4,12.6,2.2,1.4,0.2,0.4,13.2,9.6,1.2178995061665774,0.7598606431856751,4.569262839481235,2.3745549188926818,2.483223039470613,1.2326064174994826,0.9241832000000001,306.2,23.4,5.2,0.8599399999999999,0.0,1.4910906,216.4,28.6,6.4,1548.1571593819556,1468.4045654833735
39,1.0,1613.6923158591228,1526.657799367703,0,2.4,1.0,1.5856184,0.8206787999999999,15.8,11.4,2.4,1.6,0.2,0.4,12.4,8.4,1.1192749597132206,0.7084232499822974,4.51855381578207,2.206431902386248,2.5400117939338087,1.1946839064359664,0.8206787999999999,342.0,23.4,4.4,0.80852,0.6,1.4333584,195.0,27.0,6.2,1569.099653031122,1464.9318889109466
40,1.0,1576.3305031237833,1568.076365860107,1,2.0,1.0,1.3305776,0.7094815999999999,13.6,10.6,2.6,2.2,0.4,0.4,9.8,8.0,0.8628790426999331,0.6044558545574545,3.4266685131937265,1.8230544321238995,1.731535086594522,1.102091521769762,0.7094815999999999,308.6,25.0,4.8,0.88864,0.6,1.1783175999999997,203.4,27.4,5.0,1578.1677182273088,1512.9031997016707
41,1.0,1595.8554461605981,1311.8172644755996,0,1.6,0.6,1.2149844,0.8012556,13.2,11.2,2.8,2.4,0.2,0.4,9.6,8.6,0.7377828357741236,0.6944083502516151,3.0669343007728456,2.4945194352418185,1.6143515380099416,1.535335518233478,0.8012556,328.4,26.6,5.0,1.07632,0.6,1.0627243999999998,198.6,27.8,4.8,1587.8178129461248,1479.7599862350417
42,2.0,1602.3810071533057,1316.3601805575727,1,1.4,0.6,1.1035244,0.7308272,11.6,9.2,2.6,2.6,0.2,0.2,7.8,7.2,0.745908979140222,0.6438620902597905,3.36076273676008,2.144592458382249,2.0004032362252473,1.3606321316212415,0.7308272,347.8,27.6,3.6,1.06258,0.6,0.9512643999999998,181.6,28.4,5.6,1595.5689864044048,1448.6692982686088
43,4.0,1612.07621815375,1634.4373721935299,0,1.8,0.8,1.3452664,0.8240068,11.4,8.4,2.4,3.0,0.2,0.2,7.8,6.2,0.7966084780171514,0.6201041316613555,5.194023790024221,1.7900386134162545,3.598461611941457,1.1210537390783428,0.8240068,400.8,27.0,3.2,1.00542,0.6,1.1930063999999998,190.6,30.0,5.2,1600.0670980901118,1471.4697964909024
