,elo_h,goals_last5_h,xG_last5_h,shots_last5_h,yellow_card_last5_h,red_card_last5_h,key_passes_last5_h,xA_last5_h,xGChain_last5_h,xGBuildup_last5_h,npxG_last5_h,ppda_att_last5_h,ppda_def_last5_h,deep_last5_h,xpts_last5_h,pts_last5_h,elo_last5_h,elo_a,goals_last5_a,xG_last5_a,shots_last5_a,yellow_card_last5_a,red_card_last5_a,key_passes_last5_a,xA_last5_a,xGChain_last5_a,xGBuildup_last5_a,npxG_last5_a,ppda_att_last5_a,ppda_def_last5_a,deep_last5_a,xpts_last5_a,pts_last5_a,elo_last5_a,goals
9887,1865.8394086605495,1.8,1.7710456,19.8,1.6,0.0,14.4,1.0861787986010314,5.49830164834857,3.7838552918285133,1.6187856,198.0,20.8,7.8,2.00642,2.6,1854.7198770557347,1491.6439517438785,2.0,1.484523,12.6,2.2,0.2,8.8,0.7188221782445907,3.0619929820299148,1.4904739324003458,1.1800036000000003,293.6,21.6,4.6,1.33242,2.0,1451.2569380307905,1.0
9888,1476.779032289001,1.4,1.6109626,14.0,1.8,0.0,9.8,1.1317384941503406,5.497198349237442,3.2782089287415146,1.4587106000000003,245.8,21.6,3.8,1.1656600000000001,1.0,1468.4369595284902,1902.0856394230502,2.4,1.9674800000000001,17.8,2.2,0.2,13.8,1.2931096509099007,6.0464742705225945,4.3533357113599775,1.5107076000000002,204.4,18.6,9.2,1.66168,2.2,1916.61997905205,-3.0
9889,1784.2966236766822,1.6,2.068136,20.0,2.0,0.2,15.6,1.2277060173451901,5.794615331292152,4.0239696495234965,1.763616,192.0,31.6,9.2,2.0863199999999997,2.6,1754.7351236780432,1430.2285380069834,1.6,1.6501714,12.8,2.8,0.0,9.0,1.2798295717686414,4.319300113990903,2.379467675462365,1.6501714000000003,234.0,20.0,5.2,1.9731199999999998,1.4,1421.2060280110795,0.0
9890,1552.29416953398,2.8,1.3691016,14.4,2.6,0.0,10.6,0.7611583290621639,2.981305112503469,1.7071912348270417,1.0645820000000001,181.6,22.6,7.2,1.47394,2.6,1491.2620167689245,1734.3542161028977,3.0,2.0227855999999997,17.8,2.0,0.0,14.0,1.343670786358416,4.785758081451059,3.2971304953098297,1.5660308,274.0,23.6,6.2,1.9198799999999998,2.0,1761.603725802707,0.0
9891,1657.107741354333,2.4,2.3593076,15.6,2.0,0.2,13.2,2.1277405682951214,7.7810961555689575,4.772919337451458,2.2070556,217.8,25.6,6.6,2.05944,2.0,1627.3153543449148,1551.5693835075672,1.6,1.5360817999999998,14.0,2.6,0.0,10.0,0.9557094672694803,5.463549177721143,3.4693662617355585,1.5360818000000003,169.4,22.6,8.8,1.30836,1.4,1562.6108587488293,2.0
9892,1632.9724154780597,1.2,1.7346024,15.8,2.8,0.2,12.8,1.173378598690033,5.168815450929105,3.3072437718510628,1.4300844,211.4,24.2,6.8,2.11816,1.4,1651.129337826084,1510.541363128846,1.4,0.780284,10.8,2.2,0.4,8.8,0.5678557248786091,2.0139036545529962,1.0976912409067154,0.6280236,258.0,28.2,8.0,1.13292,1.0,1548.0056202645037,1.0
9893,1432.1086511771691,1.2,1.7371188,12.8,3.0,0.0,9.8,1.0656325712800025,3.881290400773287,2.1344672797247766,1.2803394000000001,229.4,25.2,5.6,1.71618,1.0,1451.315718367737,1819.6920975850835,1.2,1.20317,11.4,1.8,0.0,8.6,0.8174338337033987,2.8115655386820437,1.9204986922442913,1.05091,262.4,26.4,6.6,2.1005599999999998,2.6,1802.95685276832,-3.0
9894,1524.834198989996,2.2,1.3655586000000002,16.6,2.2,0.0,12.0,0.9341845870018005,4.648276092857122,3.1144199945032596,1.2132986,210.4,28.0,5.2,1.4336600000000002,2.0,1536.4542061655538,1792.0507471646065,2.2,1.350872,13.2,2.6,0.0,9.6,1.0210497830063106,3.383762172237039,1.748823026381433,1.350872,219.6,27.6,5.8,1.4973800000000002,2.4,1813.6358785884272,-2.0
9895,1830.4200426595887,2.2,1.5644656000000001,13.8,0.8,0.0,11.4,1.3277577791363,6.705046887695789,4.7850553169846535,1.5644656000000001,234.2,22.4,9.0,1.79908,2.2,1837.0037606646833,1508.4477946516395,2.0,1.991226,21.2,1.6,0.2,16.8,1.3953709676861763,6.216982418484986,4.337488656118512,1.838968,158.0,23.6,8.8,1.9436799999999999,1.8,1493.9660774120857,0.0
9896,1821.0862467442028,2.8,1.348192,15.0,1.8,0.0,11.0,1.0106835920363664,4.753542592376471,3.0993929613381623,1.195932,224.0,20.6,7.0,1.46852,3.0,1803.5532620349052,1552.3392992134468,2.0,1.0741026,13.0,2.2,0.0,11.0,0.8659519527107478,2.6453869853168728,1.247436160221696,1.0741026,198.8,19.8,6.2,1.2549800000000002,2.2,1528.8984887512274,4.0
9897,1569.4884246746053,2.0,1.5702382,13.8,1.8,0.2,10.2,1.175019246712327,2.280639348551631,0.9026402657851577,1.5702382,217.0,22.8,3.6,2.03428,2.2,1534.727317966351,1857.3018210264818,2.6,1.442918,13.6,1.6,0.0,10.2,1.2311995893716812,4.906942225247621,2.9610100261867047,1.442918,213.2,19.8,7.0,2.19868,3.0,1842.531440426395,-1.0
9898,1550.604979948357,1.4,1.7301019999999998,16.2,2.0,0.0,13.8,1.1218906981870531,4.504396980255843,2.73664109185338,1.4255900000000001,199.2,30.6,6.6,1.63354,1.6,1547.4918953409049,1915.1124506558963,2.2,1.738796,16.0,1.6,0.0,11.8,1.1072653451934458,4.520929766818881,2.6869739843532443,1.5865360000000002,266.4,24.0,5.6,2.09856,3.0,1894.0626421728125,-1.0
